These results were downloaded and refreshed on October   20, 2015 at 12:18 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 20 octobre 2015 à 12h18 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	preliminary	préliminaires	Lamarche		Audrey	Green Party	Parti Vert	1118	2.2	0	50983
24005	Argenteuil--La Petite-Nation	Argenteuil--La Petite-Nation	preliminary	préliminaires	Lauzon		Stéphane	Liberal	Libéral	21903	43	0	50983
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Charest		Joël	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7325	20.1	0	36365
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Fleury-Samson		Kédina	Bloc Québécois	Bloc Québécois	7665	21.1	0	36365
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Fortin		Jean-François	Forces et Démocratie - Allier les forces de nos régions	Forces et Démocratie - Allier les forces de nos régions	4225	11.6	0	36365
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Massé		Rémi	Liberal	Libéral	14385	39.6	0	36365
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Normand		Éric	Rhinoceros	Rhinocéros	177	.5	0	36365
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Savoie		André	Conservative	Conservateur	2222	6.1	0	36365
24006	Avignon--La Mitis--Matane--Matapédia	Avignon--La Mitis--Matane--Matapédia	preliminary	préliminaires	Springle		Sherri	Green Party	Parti Vert	366	1	0	36365
24007	Beauce	Beauce	preliminary	préliminaires	Bernier		Maxime	Conservative	Conservateur	32911	58.8	0	55981
24007	Beauce	Beauce	preliminary	préliminaires	MacDonald		Céline Brown	Green Party	Parti Vert	947	1.7	0	55981
24007	Beauce	Beauce	preliminary	préliminaires	Royer		Daniel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5453	9.7	0	55981
24007	Beauce	Beauce	preliminary	préliminaires	Trudel		Stéphane	Bloc Québécois	Bloc Québécois	4133	7.4	0	55981
24007	Beauce	Beauce	preliminary	préliminaires	Veilleux		Adam	Liberal	Libéral	12537	22.4	0	55981
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Bedard		Francis	Libertarian	Libertarien	423	.8	0	50534
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Berberi		Doni	Bloc Québécois	Bloc Québécois	7463	14.8	0	50534
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Bujold		Antoine	Liberal	Libéral	12854	25.4	0	50534
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Clarke		Alupa	Conservative	Conservateur	15461	30.6	0	50534
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Côté		Raymond	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12861	25.5	0	50534
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Elhak		Dalila	Green Party	Parti Vert	1220	2.4	0	50534
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Laborit		Bladimir	Forces et Démocratie - Allier les forces de nos régions	Forces et Démocratie - Allier les forces de nos régions	124	.2	0	50534
24008	Beauport--Limoilou	Beauport--Limoilou	preliminary	préliminaires	Moreau		Claude	Marxist-Leninist	Marxiste-Léniniste	128	.3	0	50534
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Bastiani		Corina	Green Party	Parti Vert	1174	2.3	0	51854
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Carpentier		Claude	Liberal	Libéral	12579	24.3	0	51854
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Laberge		Yves	Conservative	Conservateur	5953	11.5	0	51854
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Plamondon		Louis	Bloc Québécois	Bloc Québécois	20752	40	0	51854
24009	Bécancour--Nicolet--Saurel	Bécancour--Nicolet--Saurel	preliminary	préliminaires	Tabah		Nicolas	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11396	22	0	51854
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Blaney		Steven	Conservative	Conservateur	31912	50.8	0	62815
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Bélisle		André	Green Party	Parti Vert	2209	3.5	0	62815
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Daigle		Jean-Luc	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8516	13.6	0	62815
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Dubé		Antoine	Bloc Québécois	Bloc Québécois	7217	11.5	0	62815
24010	Bellechasse--Les Etchemins--Lévis	Bellechasse--Les Etchemins--Lévis	preliminary	préliminaires	Turgeon		Jacques	Liberal	Libéral	12961	20.6	0	62815
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Chalhoub		Claude	Conservative	Conservateur	6173	9.3	0	66538
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Desjardins		Karine	Liberal	Libéral	19489	29.3	0	66538
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Dubé		Matthew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	20746	31.2	0	66538
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Lessard		Yves	Bloc Québécois	Bloc Québécois	18387	27.6	0	66538
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Maher		Michael	Libertarian	Libertarien	245	.4	0	66538
24011	Beloeil--Chambly	Beloeil--Chambly	preliminary	préliminaires	Yansané		Fodé Kerfalla	Green Party	Parti Vert	1498	2.3	0	66538
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Brosseau		Ruth Ellen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	22942	42.2	0	54310
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Burton		Cate	Green Party	Parti Vert	844	1.6	0	54310
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Destrempes		Pierre	Liberal	Libéral	11028	20.3	0	54310
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Foucrault		Marianne	Conservative	Conservateur	5527	10.2	0	54310
24012	Berthier--Maskinongé	Berthier--Maskinongé	preliminary	préliminaires	Perron		Yves	Bloc Québécois	Bloc Québécois	13969	25.7	0	54310
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Ayoub		Ramez	Liberal	Libéral	18317	32.4	0	56470
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Carkner		Andrew	Green Party	Parti Vert	1449	2.6	0	56470
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Giguère		Alain	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14059	24.9	0	56470
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Guindon		Daniel	Libertarian	Libertarien	425	.8	0	56470
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Marginean		Alain	Bloc Québécois	Bloc Québécois	15207	26.9	0	56470
24013	Thérèse-De Blainville	Thérèse-De Blainville	preliminary	préliminaires	Puga		Manuel	Conservative	Conservateur	7013	12.4	0	56470
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Barsalou-Duval		Xavier	Bloc Québécois	Bloc Québécois	17007	28.6	0	59390
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Fortin		Raphaël	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14454	24.3	0	59390
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Gagnon		Lucie	Liberal	Libéral	16794	28.3	0	59390
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Lauzon		JiCi	Green Party	Parti Vert	5056	8.5	0	59390
24014	Pierre-Boucher--Les Patriotes--Verchères	Pierre-Boucher--Les Patriotes--Verchères	preliminary	préliminaires	Maheux		Clovis	Conservative	Conservateur	6079	10.2	0	59390
24015	Bourassa	Bourassa	preliminary	préliminaires	Brunelle		Claude	Marxist-Leninist	Marxiste-Léniniste	238	.6	0	41121
24015	Bourassa	Bourassa	preliminary	préliminaires	Charron		Maxime	Green Party	Parti Vert	897	2.2	0	41121
24015	Bourassa	Bourassa	preliminary	préliminaires	Demers		Julie	Independent	Indépendant	669	1.6	0	41121
24015	Bourassa	Bourassa	preliminary	préliminaires	Dubourg		Emmanuel	Liberal	Libéral	22234	54.1	0	41121
24015	Bourassa	Bourassa	preliminary	préliminaires	Laguerre		Dolmine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6129	14.9	0	41121
24015	Bourassa	Bourassa	preliminary	préliminaires	Léveillé		Gilles	Bloc Québécois	Bloc Québécois	7054	17.2	0	41121
24015	Bourassa	Bourassa	preliminary	préliminaires	Ndzana		Jean-Marie Floriant	Forces et Démocratie - Allier les forces de nos régions	Forces et Démocratie - Allier les forces de nos régions	108	.3	0	41121
24015	Bourassa	Bourassa	preliminary	préliminaires	Potasso-Justino		Jason	Conservative	Conservateur	3792	9.2	0	41121
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Lusson		Catherine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14494	24.6	0	58804
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Melchior		Patrick	Bloc Québécois	Bloc Québécois	10260	17.4	0	58804
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Moynan		Cindy	Green Party	Parti Vert	1377	2.3	0	58804
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Paine		Patrick	Forces et Démocratie - Allier les forces de nos régions	Forces et Démocratie - Allier les forces de nos régions	195	.3	0	58804
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Paradis		Denis	Liberal	Libéral	25764	43.8	0	58804
24016	Brome--Missisquoi	Brome--Missisquoi	preliminary	préliminaires	Poulin		Charles	Conservative	Conservateur	6714	11.4	0	58804
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Hamidi		Qais	Conservative	Conservateur	7217	12.6	0	57263
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Hu		Fang	Green Party	Parti Vert	1081	1.9	0	57263
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Lachance		Suzanne	Bloc Québécois	Bloc Québécois	6080	10.6	0	57263
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Mai		Hoang	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14066	24.6	0	57263
24017	Brossard--Saint-Lambert	Brossard--Saint-Lambert	preliminary	préliminaires	Mendès		Alexandra	Liberal	Libéral	28819	50.3	0	57263
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Boutin		Louise	Green Party	Parti Vert	670	1.5	0	44837
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Cadieux		Pierre	Liberal	Libéral	12597	28.1	0	44837
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Carignan		Johanne	Bloc Québécois	Bloc Québécois	8673	19.3	0	44837
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Caron		Guy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	19262	43	0	44837
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Côrriveau		Sébastien CôRhino	Rhinoceros	Rhinocéros	274	.6	0	44837
24018	Rimouski-Neigette--Témiscouata--Les Basques	Rimouski-Neigette--Témiscouata--Les Basques	preliminary	préliminaires	Fortin		Francis	Conservative	Conservateur	3361	7.5	0	44837
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Baudet		Nathalie	Green Party	Parti Vert	1254	2.2	0	57736
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Côté		Jean	Liberal	Libéral	13418	23.2	0	57736
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Day		Anne-Marie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11573	20	0	57736
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Paul-Hus		Pierre	Conservative	Conservateur	24345	42.2	0	57736
24019	Charlesbourg--Haute-Saint-Charles	Charlesbourg--Haute-Saint-Charles	preliminary	préliminaires	Turmel		Marc Antoine	Bloc Québécois	Bloc Québécois	7146	12.4	0	57736
24020	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	preliminary	préliminaires	Boucher		Sylvie	Conservative	Conservateur	16996	33.6	0	50517
24020	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	preliminary	préliminaires	Desjardins Pelchat		Mario	Forces et Démocratie - Allier les forces de nos régions	Forces et Démocratie - Allier les forces de nos régions	181	.4	0	50517
24020	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	preliminary	préliminaires	Dufour		Sébastien	Bloc Québécois	Bloc Québécois	9652	19.1	0	50517
24020	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	preliminary	préliminaires	Kerr		Patrick	Green Party	Parti Vert	859	1.7	0	50517
24020	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	preliminary	préliminaires	Tremblay		Jonathan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9292	18.4	0	50517
24020	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix	preliminary	préliminaires	Vigneau		Jean-Roger	Liberal	Libéral	13537	26.8	0	50517
24021	Châteauguay--Lacolle	Châteauguay--Lacolle	preliminary	préliminaires	Chicoine		Sylvain	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11986	23.1	0	51839
24021	Châteauguay--Lacolle	Châteauguay--Lacolle	preliminary	préliminaires	Mercier		Jency	Green Party	Parti Vert	1032	2	0	51839
24021	Châteauguay--Lacolle	Châteauguay--Lacolle	preliminary	préliminaires	Shanahan		Brenda	Liberal	Libéral	20244	39.1	0	51839
24021	Châteauguay--Lacolle	Châteauguay--Lacolle	preliminary	préliminaires	St-Pierre		Philippe	Conservative	Conservateur	5803	11.2	0	51839
24021	Châteauguay--Lacolle	Châteauguay--Lacolle	preliminary	préliminaires	Stanké		Sophie	Bloc Québécois	Bloc Québécois	12625	24.4	0	51839
24021	Châteauguay--Lacolle	Châteauguay--Lacolle	preliminary	préliminaires	Sullivan		Linda	Marxist-Leninist	Marxiste-Léniniste	149	.3	0	51839
24022	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	preliminary	préliminaires	Gauthier		Élise	Bloc Québécois	Bloc Québécois	9030	20.5	0	43954
24022	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	preliminary	préliminaires	Lemieux		Denis	Liberal	Libéral	13681	31.1	0	43954
24022	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	preliminary	préliminaires	Morin		Dany	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13125	29.9	0	43954
24022	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	preliminary	préliminaires	St-Gelais		Dany	Green Party	Parti Vert	907	2.1	0	43954
24022	Chicoutimi--Le Fjord	Chicoutimi--Le Fjord	preliminary	préliminaires	Ste-Marie		Caroline	Conservative	Conservateur	7211	16.4	0	43954
24023	Compton--Stanstead	Compton--Stanstead	preliminary	préliminaires	Bibeau		Marie-Claude	Liberal	Libéral	20537	36.8	0	55761
24023	Compton--Stanstead	Compton--Stanstead	preliminary	préliminaires	Bonsant		France	Bloc Québécois	Bloc Québécois	11543	20.7	0	55761
24023	Compton--Stanstead	Compton--Stanstead	preliminary	préliminaires	Côté		Kévin	Rhinoceros	Rhinocéros	340	.6	0	55761
24023	Compton--Stanstead	Compton--Stanstead	preliminary	préliminaires	Labrador		Gustavo	Conservative	Conservateur	6966	12.5	0	55761
24023	Compton--Stanstead	Compton--Stanstead	preliminary	préliminaires	Marshall		Korie	Green Party	Parti Vert	1085	1.9	0	55761
24023	Compton--Stanstead	Compton--Stanstead	preliminary	préliminaires	Rousseau		Jean	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15290	27.4	0	55761
24024	Dorval--Lachine--LaSalle	Dorval--Lachine--LaSalle	preliminary	préliminaires	Chivu		Daniela	Conservative	Conservateur	6020	10.7	0	56400
24024	Dorval--Lachine--LaSalle	Dorval--Lachine--LaSalle	preliminary	préliminaires	Dhillon		Anju	Liberal	Libéral	29940	53.1	0	56400
24024	Dorval--Lachine--LaSalle	Dorval--Lachine--LaSalle	preliminary	préliminaires	J. Carbonneau		Vincent	Green Party	Parti Vert	1244	2.2	0	56400
24024	Dorval--Lachine--LaSalle	Dorval--Lachine--LaSalle	preliminary	préliminaires	Morin		Isabelle	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13639	24.2	0	56400
24024	Dorval--Lachine--LaSalle	Dorval--Lachine--LaSalle	preliminary	préliminaires	Ndiaye		Soulèye	Independent	Indépendant	229	.4	0	56400
24024	Dorval--Lachine--LaSalle	Dorval--Lachine--LaSalle	preliminary	préliminaires	Vaudry		Jean-Frédéric	Bloc Québécois	Bloc Québécois	5328	9.4	0	56400
24025	Drummond	Drummond	preliminary	préliminaires	Bourgeois		Diane	Bloc Québécois	Bloc Québécois	11862	22.8	0	51979
24025	Drummond	Drummond	preliminary	préliminaires	Choquette		François	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15833	30.5	0	51979
24025	Drummond	Drummond	preliminary	préliminaires	Coderre		Émile	Green Party	Parti Vert	1270	2.4	0	51979
24025	Drummond	Drummond	preliminary	préliminaires	Côté		Pierre	Liberal	Libéral	13793	26.5	0	51979
24025	Drummond	Drummond	preliminary	préliminaires	Déry		Pascale	Conservative	Conservateur	9221	17.7	0	51979
24026	Gaspésie--Les Îles-de-la-Madeleine	Gaspésie--Les Îles-de-la-Madeleine	preliminary	préliminaires	Boudreau		Max	Rhinoceros	Rhinocéros	301	.8	0	39609
24026	Gaspésie--Les Îles-de-la-Madeleine	Gaspésie--Les Îles-de-la-Madeleine	preliminary	préliminaires	Lebouthillier		Diane	Liberal	Libéral	15345	38.7	0	39609
24026	Gaspésie--Les Îles-de-la-Madeleine	Gaspésie--Les Îles-de-la-Madeleine	preliminary	préliminaires	Morrison		Jim	Green Party	Parti Vert	400	1	0	39609
24026	Gaspésie--Les Îles-de-la-Madeleine	Gaspésie--Les Îles-de-la-Madeleine	preliminary	préliminaires	Pigeon		Jean-Pierre	Conservative	Conservateur	2399	6.1	0	39609
24026	Gaspésie--Les Îles-de-la-Madeleine	Gaspésie--Les Îles-de-la-Madeleine	preliminary	préliminaires	Roussy		Nicolas	Bloc Québécois	Bloc Québécois	8290	20.9	0	39609
24026	Gaspésie--Les Îles-de-la-Madeleine	Gaspésie--Les Îles-de-la-Madeleine	preliminary	préliminaires	Toone		Philip	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12874	32.5	0	39609
24027	Gatineau	Gatineau	preliminary	préliminaires	Angers		Luc	Conservative	Conservateur	4702	8.1	0	57768
24027	Gatineau	Gatineau	preliminary	préliminaires	Bellavance		Guy J	Independent	Indépendant	148	.3	0	57768
24027	Gatineau	Gatineau	preliminary	préliminaires	Boily		Philippe	Bloc Québécois	Bloc Québécois	5431	9.4	0	57768
24027	Gatineau	Gatineau	preliminary	préliminaires	Boivin		Françoise	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15335	26.5	0	57768
24027	Gatineau	Gatineau	preliminary	préliminaires	Dostaler		Guy	Green Party	Parti Vert	949	1.6	0	57768
24027	Gatineau	Gatineau	preliminary	préliminaires	MacKinnon		Steven	Liberal	Libéral	31109	53.9	0	57768
24027	Gatineau	Gatineau	preliminary	préliminaires	Soublière		Pierre	Marxist-Leninist	Marxiste-Léniniste	94	.2	0	57768
24028	Hochelaga	Hochelaga	preliminary	préliminaires	Boutin-Sweet		Marjolaine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15953	30.8	0	51792
24028	Hochelaga	Hochelaga	preliminary	préliminaires	Breton Fontaine		Marianne	Communist	Communiste	177	.3	0	51792
24028	Hochelaga	Hochelaga	preliminary	préliminaires	Dandenault		Christine	Marxist-Leninist	Marxiste-Léniniste	147	.3	0	51792
24028	Hochelaga	Hochelaga	preliminary	préliminaires	Dang		Alexandre	Conservative	Conservateur	3574	6.9	0	51792
24028	Hochelaga	Hochelaga	preliminary	préliminaires	Lemay		Nicolas	Rhinoceros	Rhinocéros	417	.8	0	51792
24028	Hochelaga	Hochelaga	preliminary	préliminaires	Marchand		Simon	Bloc Québécois	Bloc Québécois	14379	27.8	0	51792
24028	Hochelaga	Hochelaga	preliminary	préliminaires	Rizqy		Marwah	Liberal	Libéral	15492	29.9	0	51792
24028	Hochelaga	Hochelaga	preliminary	préliminaires	Saint-Cerny		Anne-Marie	Green Party	Parti Vert	1653	3.2	0	51792
24029	Honoré-Mercier	Honoré-Mercier	preliminary	préliminaires	Ayala		Paulina	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8470	16.3	0	51834
24029	Honoré-Mercier	Honoré-Mercier	preliminary	préliminaires	Beauséjour		Audrey	Bloc Québécois	Bloc Québécois	6680	12.9	0	51834
24029	Honoré-Mercier	Honoré-Mercier	preliminary	préliminaires	Budilean		Angela	Green Party	Parti Vert	814	1.6	0	51834
24029	Honoré-Mercier	Honoré-Mercier	preliminary	préliminaires	Croteau		Guy	Conservative	Conservateur	6213	12	0	51834
